ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
15862,Single,Female,50000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,33,1
26495,Single,Female,40000,2,High School,Professional,1,2,10+ Miles,0rth America,57,0
11823,Married,Female,70000,0,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,39,0
23449,Married,Male,60000,2,High School,Professional,1,2,5-10 Miles,0rth America,48,0
23459,Married,Male,60000,2,High School,Professional,1,2,5-10 Miles,0rth America,50,0
19543,Married,Male,70000,5,Graduate Degree,Professional,0,3,10+ Miles,0rth America,47,0
14914,Married,Female,40000,1,Partial College,Clerical,1,1,1-2 Miles,0rth America,49,1
12033,Single,Female,40000,0,High School,Skilled Manual,0,2,0-1 Miles,0rth America,27,1
11941,Single,Male,60000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,29,0
14389,Married,Male,60000,2,Bachelors,Management,1,0,2-5 Miles,0rth America,59,0
18050,Married,Female,60000,1,Partial College,Skilled Manual,1,1,0-1 Miles,0rth America,45,1
19856,Married,Female,60000,4,Bachelors,Management,1,2,2-5 Miles,0rth America,60,0
11663,Married,Male,70000,4,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,36,1
27740,Married,Female,40000,0,High School,Skilled Manual,1,2,5-10 Miles,0rth America,27,0
23455,Single,Male,80000,2,Partial High School,Skilled Manual,0,2,1-2 Miles,0rth America,50,0
15292,Single,Female,60000,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,35,0
21587,Married,Female,60000,1,Graduate Degree,Skilled Manual,1,0,2-5 Miles,0rth America,34,1
23513,Married,Female,40000,3,Partial College,Professional,1,2,5-10 Miles,0rth America,54,0
24322,Married,Female,60000,4,Bachelors,Skilled Manual,1,2,0-1 Miles,0rth America,42,0
26298,Married,Female,50000,1,Bachelors,Skilled Manual,1,0,2-5 Miles,0rth America,34,1
25419,Single,Male,50000,2,Bachelors,Skilled Manual,0,1,0-1 Miles,0rth America,38,1
13343,Married,Female,90000,5,Bachelors,Management,1,2,1-2 Miles,0rth America,63,1
11303,Single,Female,90000,4,High School,Professional,0,3,1-2 Miles,0rth America,45,1
21693,Single,Female,60000,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,0rth America,40,0
28056,Married,Male,70000,2,Partial High School,Skilled Manual,1,2,10+ Miles,0rth America,53,0
11788,Single,Female,70000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,34,0
22296,Married,Male,70000,0,Bachelors,Professional,0,1,0-1 Miles,0rth America,38,0
15319,Married,Female,70000,4,Bachelors,Management,0,1,1-2 Miles,0rth America,59,0
17654,Single,Female,40000,3,Partial College,Clerical,1,1,1-2 Miles,0rth America,30,1
14662,Married,Male,60000,1,Bachelors,Professional,1,1,0-1 Miles,0rth America,48,1
17541,Married,Female,40000,4,High School,Skilled Manual,1,2,2-5 Miles,0rth America,43,0
13886,Married,Female,70000,4,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,35,1
13073,Married,Female,60000,0,Partial College,Professional,1,2,5-10 Miles,0rth America,30,0
21940,Married,Male,90000,5,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,47,1
20196,Married,Male,60000,1,Partial College,Skilled Manual,1,1,2-5 Miles,0rth America,45,1
23491,Single,Male,100000,3,Partial College,Professional,0,4,1-2 Miles,0rth America,45,0
16651,Married,Female,120000,2,Bachelors,Management,1,3,5-10 Miles,0rth America,62,0
16813,Married,Male,60000,2,Partial College,Professional,1,2,10+ Miles,0rth America,55,0
16007,Married,Female,90000,5,Bachelors,Management,1,2,1-2 Miles,0rth America,66,1
27434,Single,Male,70000,4,Partial College,Professional,1,1,10+ Miles,0rth America,56,0
27756,Single,Female,50000,3,Bachelors,Skilled Manual,0,1,0-1 Miles,0rth America,40,0
23818,Married,Female,50000,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,0rth America,33,1
19012,Married,Male,80000,3,Bachelors,Management,1,1,1-2 Miles,0rth America,56,0
18329,Single,Male,30000,0,Partial High School,Clerical,0,2,5-10 Miles,0rth America,27,0
29037,Married,Male,60000,0,Graduate Degree,Professional,0,0,0-1 Miles,0rth America,39,0
26576,Married,Female,60000,0,Partial College,Skilled Manual,1,2,5-10 Miles,0rth America,31,0
12192,Single,Female,60000,2,Partial High School,Skilled Manual,0,2,1-2 Miles,0rth America,51,0
14887,Married,Female,30000,1,High School,Clerical,1,1,5-10 Miles,0rth America,52,0
11734,Married,Male,60000,1,Partial College,Skilled Manual,0,1,0-1 Miles,0rth America,47,0
17462,Married,Male,70000,3,Graduate Degree,Management,1,2,5-10 Miles,0rth America,53,1
20659,Married,Male,70000,3,Graduate Degree,Professional,1,0,0-1 Miles,0rth America,35,1
28004,Married,Female,60000,3,Bachelors,Management,1,2,10+ Miles,0rth America,66,0
19741,Single,Female,80000,4,Graduate Degree,Management,1,2,5-10 Miles,0rth America,65,0
17450,Married,Male,80000,5,Partial College,Professional,1,3,5-10 Miles,0rth America,45,0
17337,Single,Male,40000,0,High School,Skilled Manual,1,1,5-10 Miles,0rth America,31,0
18594,Single,Female,80000,3,Bachelors,Skilled Manual,1,3,10+ Miles,0rth America,40,1
15982,Married,Male,110000,5,Partial College,Professional,1,4,2-5 Miles,0rth America,46,0
28625,Single,Male,40000,2,Partial College,Clerical,0,1,1-2 Miles,0rth America,47,1
11269,Married,Male,130000,2,Graduate Degree,Management,1,2,0-1 Miles,0rth America,41,0
25148,Married,Male,60000,2,High School,Professional,0,2,1-2 Miles,0rth America,48,1
13920,Single,Female,50000,4,Bachelors,Skilled Manual,1,2,0-1 Miles,0rth America,42,0
23704,Single,Male,40000,5,High School,Professional,1,4,10+ Miles,0rth America,60,1
28972,Single,Female,60000,3,Graduate Degree,Management,1,2,10+ Miles,0rth America,66,0
22730,Married,Male,70000,5,Bachelors,Management,1,2,10+ Miles,0rth America,63,0
29134,Married,Male,60000,4,Bachelors,Skilled Manual,0,3,10+ Miles,0rth America,42,0
14332,Single,Female,30000,0,High School,Skilled Manual,0,2,5-10 Miles,0rth America,26,0
19117,Single,Female,60000,1,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,36,1
22864,Married,Male,90000,2,Partial College,Professional,0,0,5-10 Miles,0rth America,49,1
11292,Single,Male,150000,1,Partial College,Professional,0,3,0-1 Miles,0rth America,44,1
13466,Married,Male,80000,5,Partial College,Professional,1,3,1-2 Miles,0rth America,46,0
23731,Married,Male,60000,2,High School,Professional,1,2,2-5 Miles,0rth America,54,1
28672,Single,Male,70000,4,Graduate Degree,Professional,1,0,2-5 Miles,0rth America,35,1
11809,Married,Male,60000,2,Bachelors,Skilled Manual,1,0,0-1 Miles,0rth America,38,1
19664,Single,Male,100000,3,Bachelors,Management,0,3,1-2 Miles,0rth America,38,0
12121,Single,Male,60000,3,High School,Professional,1,2,10+ Miles,0rth America,53,1
